ID,POSITIVE,NEGATIVE
442,"കൂടാതെ അദ്ദേഹത്തിന് അതിശയകരമായ വിലകൾ ഉണ്ട്, നിങ്ങൾക്ക് എങ്ങനെ പോകാതിരിക്കാനാകും?","കൂടാതെ അയാൾക്ക് അമിതമായ വിലകളുണ്ട്, നിങ്ങൾക്ക് എങ്ങനെ പോകാനാകും?"
443,സ്റ്റാഫ് വളരെ സൗഹാർദ്ദപരവും പുതിയ ആശയങ്ങൾ എന്നിവയെക്കുറിച്ച് ജാഗ്രത പാലിക്കുന്നവനുമാണ്.,ജീവനക്കാർ ഭയങ്കരവും സാവധാനവുമായിരുന്നു
444,"എല്ലാത്തിനും ആ തൃപ്തികരമായ ഗ്രീസ് ഫ്ലേവർ ഉണ്ടായിരുന്നു, അത് ബിയറുകൾ ഉപയോഗിച്ച് നന്നായി കഴുകി.",ബിയറുകൾ ഉപയോഗിച്ച് പോലും കഴുകാൻ കഴിയാത്ത അസുഖകരമായ ഗ്രീസ് ഫ്ലേവറായിരുന്നു എല്ലാവർക്കും.
445,"ഞാൻ അകത്തേക്ക് പോയി, ഉടൻ തന്നെ സഹായം ലഭിച്ചു!","ഞാൻ അകത്തേക്ക് നടക്കുകയായിരുന്നു, വളരെക്കാലം ശ്രദ്ധിക്കപ്പെടാതെയിരുന്നു!"
446,നിങ്ങൾ ബാറിൽ ഇരിക്കുകയാണെങ്കിൽ അവർക്ക് നഗരത്തിലെ ഏറ്റവും മികച്ച ബാർടെൻഡർ ഉണ്ട്.,നിങ്ങൾ ബാറിൽ ഇരുന്നാൽ അവർക്ക് നഗരത്തിലെ ഏറ്റവും മോശം ബാർടെൻഡർ ഉണ്ട്.
447,ഞാൻ ഈ ഷോപ്പ് വളരെ ശുപാർശ ചെയ്യുന്നു.,ഞാൻ ഈ ഷോപ്പ് നിർദ്ദേശിക്കില്ല
448,അവരുടെ ജീവനക്കാർ അറിവും വിജ്ഞാനപ്രദവുമാണ്.,ജീവനക്കാർ മൂകരും വിവരമില്ലാത്തവരുമാണ്
449,"ഇത് ഒരു തണുത്ത സ്ഥലമാണ്, കാണാനും ശ്രമിക്കാനും ധാരാളം ഉണ്ട്.","ഇത് ഒരു തണുത്ത സ്ഥലമല്ല, കാണാനോ ശ്രമിക്കാനോ ഒന്നുമില്ല."
450,അവർ വളരെ സൗഹൃദപരവും വളരെ സഹായകരവും അതിശയകരമാംവിധം വേഗത്തിലുള്ളതുമാണ്!,"അവർ സൗഹൃദപരമല്ല, സഹായകരമല്ല, അതിശയകരമാംവിധം മന്ദഗതിയിലാണ്!"
451,"എനിക്ക് എന്റെ കാർ ഇവിടെ ഡീറ്റൈൽഡനു കൊടുത്തു, അത് അതിശയകരമായി തോന്നി!","എനിക്ക് എന്റെ കാർ ഇവിടെ ഡീറ്റൈൽഡനു കൊടുത്തു, അത് മോശമായി കാണപ്പെട്ടു!"
452,ഡോ. ഹാൾ വളരെ ദയയും സൗമ്യവുമാണ്.,ഡോ ഹാൾ ദയയോ സൗമ്യമോ ആയിരുന്നില്ല.
453,ഇത്രയും വലിയൊരു ഭാഗം പോലും എനിക്ക് പെട്ടിയിലാക്കേണ്ടി വന്നു.,"എനിക്ക് പകുതി നിറയെ ഉപേക്ഷിക്കേണ്ടിവന്നു, അത്തരമൊരു ചെറിയ ഭാഗം."
454,ഭക്ഷണം എല്ലാം നന്നായി തോന്നി.,ഭക്ഷണം ശരിയാണെന്ന് തോന്നി
455,ഇവിടെ മെനുഡോ തികഞ്ഞതാണ്.,മെനുഡോ മോശമായി ചെയ്തു.
456,ക്രിസ്പി മാംഗോ ഫിഷ് വളരെ രുചികരമായിരുന്നു.,ക്രിസ്പി മാംഗോ ഫിഷ് വളരെ വെറുപ്പുളവാക്കുന്നതായിരുന്നു.
457,ഇപ്പോൾ ഭക്ഷണവും പാനീയങ്ങളും മധുരപലഹാരങ്ങളും അതിശയകരമാണ്.,ഇപ്പോൾ ഭക്ഷണവും പാനീയങ്ങളും മധുരപലഹാരങ്ങളും ഭയങ്കരമാണ്.
458,കാർനെ അസഡ ബുറിറ്റോ ഗംഭീരമാണ്!,കാർനെ അസദ ബുറിറ്റോ ഭയങ്കരമാണ്!
459,ഇതാണ് ഏറ്റവും അനുയോജ്യമായ ഡേറ്റ് നൈറ്റ് .,ഇത് ഏറ്റവും മോശം രാത്രിയാണ്.
460,കളിക്കാനുള്ള ഗെയിമുകളുടെ നല്ല തിരഞ്ഞെടുപ്പ്.,കളിക്കാനുള്ള ഗെയിമുകളുടെ ഭയങ്കരമായ തിരഞ്ഞെടുപ്പ്.
461,ഗ്രിൽ ചെയ്ത ആർട്ടിചോക്കുകൾ അതിശയകരമാണ്!,ആർട്ടിചോക്കുകൾ ഭയങ്കരവും വേവിക്കാത്തതുമായിരുന്നു.
462,"അഡോവഡ ചൂടുള്ളതും എന്നാൽ അതിശയകരവുമാണ്, ചോക്ലേറ്റ് ബ്രെഡ് പുഡ്ഡിംഗ് അതിശയകരമാണ്.","അഡോവട കയ്പ്പുള്ളതായിരുന്നു, ചോക്ലേറ്റ് പുഡ്ഡിംഗിന് പഴയ രുചിയായിരുന്നു."
463,നിങ്ങളുടെ ദിവസം ആസ്വദിക്കാനും വിശ്രമിക്കാനും രസകരവും ചെലവുകുറഞ്ഞതുമായ മാർഗം.,നിങ്ങളുടെ ദിവസം പാഴാക്കാനുള്ള വിരസവും ചെലവേറിയതുമായ മാർഗം.
464,"ഞാൻ ഇത് ഇഷ്ടപ്പെട്ടു, തീർച്ചയായും മടങ്ങിവരും!",വളരെ മോശം അനുഭവം ഞാൻ തിരിച്ചു വരില്ല.
465,ബാറിലെ മികച്ച സേവനം ഞങ്ങൾ മുഴുവൻ സമയവും ഇവിടെ താമസിച്ചു,ഞങ്ങൾ തൊട്ടടുത്തുള്ള റിസർവേഷൻ നടത്തിയ ബാറിലെ താളം തെറ്റിയ സേവനം.
466,വളരെ സൗഹാർദ്ദപരമായ ജീവനക്കാരും മാനേജരും.,വളരെ സൗഹൃദമില്ലാത്ത ജീവനക്കാരും മാനേജരും.
467,"എന്റെ കട്ടും നിറവും ഇഷ്ടമാണ്, മുനി അതിശയകരമാണ്!","എന്റെ മുറിപ്പാടും നിറവും വെറുക്കുന്നു, മുനി ഭയങ്കരമാണ്!"
468,പ്രായങ്ങളുടെയും വംശങ്ങളുടെയും വിശാലമായ സ്പെക്ട്രം.,പ്രായങ്ങളുടെയും വംശങ്ങളുടെയും ഇടുങ്ങിയ സ്പെക്ട്രം.
469,"ഒരു സ്ഫോടനം ഉണ്ടായി, അവരുടെ റെസ്റ്റോറന്റിലെ ഭക്ഷണം മികച്ചതായിരുന്നു!","ഒരു മോശം സമയം ഉണ്ടായിരുന്നു, അവരുടെ റെസ്റ്റോറന്റിലെ ഭക്ഷണം ഭയങ്കരമായിരുന്നു!"
470,ചെലവില്ലാതെ - മികച്ച സേവനം!,അധിക ചിലവിൽ - ഭയങ്കരമായ സേവനം!
471,അവരുടെ സ്റ്റീക്ക് & സൽസ ബുറിറ്റോ വളരെ മികച്ചതും വളരെ വലുതുമായിരുന്നു.,അവരുടെ സ്റ്റീക്ക് & സൽസ ബുറിറ്റോ വളരെ ഭയാനകവും വളരെ ചെറുതും ആയിരുന്നു.
472,ചിക്കനോടുകൂടിയ ബ്ലൂ കോൺ ടാക്കോസ് മികച്ചതായിരുന്നു.,ചിക്കൻ ഉപയോഗിച്ചുള്ള ബ്ലൂ കോൺ ടാക്കോസ് ശരിയായി പാകം ചെയ്തിരുന്നില്ല
473,ധാരാളം കഴിക്കാനും അതിശയകരമായ സ്വാദും.,"അധികം ഭാഗമില്ല, രുചിയും ഇല്ലായിരുന്നു"
474,ഞാൻ തീർച്ചയായും റോറിങ് ഫോർക്കിലേക്ക് മടങ്ങും!,ഞാൻ തീർച്ചയായും റോറിങ് ഫോർക്കിലേക്ക് ഒരിക്കലും മടങ്ങിവരില്ല!
475,അത് ദിവസം മുഴുവൻ നിങ്ങളോടൊപ്പം ഉണ്ടായിരിക്കും.,പുറത്തിറങ്ങുമ്പോൾ തന്നെ ഈ സ്ഥലം മറക്കും
476,ഹമ്മസ് പരിഹാസ്യമായ ക്രീമിയും രുചികരവുമാണ്.,ഹമ്മസ് പരിഹാസ്യമാംവിധം വരണ്ടതും മൃദുവായതുമാണ്.
477,ഒരു റൊമാന്റിക് അത്താഴത്തിന് നല്ല സ്ഥലം!,ഒരു റൊമാന്റിക് അത്താഴത്തിന് ഭയങ്കരമായ സ്ഥലം!
478,ഉടമ ഞങ്ങളെ അറിയുകയും ഞങ്ങളോട് നന്നായി പെരുമാറുകയും ചെയ്യുന്നു!,"ഉടമ ഞങ്ങളെ ഓർക്കുന്നില്ലെന്ന് തോന്നുന്നു, ഞങ്ങളോട് ഭയങ്കരമായി പെരുമാറുന്നു!"
479,ഞങ്ങൾ എസെഡ് ലേക്ക് മാറുന്നതിൽ എനിക്ക് വളരെ സന്തോഷമുണ്ടെന്ന് എനിക്ക് സത്യസന്ധമായി പറയാൻ കഴിയും.,"ഞാൻ വളരെ അസന്തുഷ്ടനാണെന്ന് എനിക്ക് സത്യസന്ധമായി പറയാൻ കഴിയും, ഞങ്ങൾ എസെഡ് ലേക്ക് മാറും."
480,പച്ച ചിലി മാക്കും ചീസും അവിശ്വസനീയമായിരുന്നു!,പച്ച ചിലി മാക്കും ചീസും ഭയങ്കരമായിരുന്നു!
481,ഇംപാക്റ്റ് ഓട്ടോ ബോഡി ഞാൻ വളരെ ശുപാർശ ചെയ്യുന്നു.,ഓട്ടോ ബോഡിയെ സ്വാധീനിക്കാൻ പോകരുതെന്ന് ഞാൻ വളരെ ശുപാർശ ചെയ്യുന്നു.
482,"മികച്ച നിലവാരം, മികച്ച സേവനം.","ഭയങ്കര നിലവാരം, ഭയങ്കര സേവനം."
483,"എനിക്ക് ഓരോ തവണയും ഗൈറോ സാൻഡ്‌വിച്ച് ലഭിക്കുന്നു, അത് ഏറ്റവും മികച്ചതാണ്.","എനിക്ക് ഓരോ തവണയും ഗൈറോ സാൻഡ്‌വിച്ച് ലഭിക്കും, അത് ഏറ്റവും മോശമാണ്."
484,ഞാൻ ഈ ബേക്കറി വളരെ ശുപാർശ ചെയ്യുന്നു!,ഈ ബേക്കറി ഉപയോഗിക്കരുതെന്ന് ഞാൻ വളരെ ശുപാർശ ചെയ്യുന്നു!
485,അവരുടെ ഭക്ഷണവും അഭിനിവേശവും ഇഷ്ടപ്പെടുന്നു.,അവരുടെ ഭക്ഷണത്തെയും അവരുടെ കഠിനഹൃദയത്വത്തെയും വെറുക്കുന്നു.
486,ഈ സലൂണിനെയും അതിശയകരമായ കഴിവുള്ള സ്റ്റൈലിസ്റ്റായ മാലാഖയെയും ഞാൻ വളരെ ശുപാർശ ചെയ്യുന്നു.,"ഞാൻ ഈ സലൂൺ ശുപാർശ ചെയ്യുന്നില്ല, കാരണം സ്റ്റൈലിസ്റ്റിന് കഴിവില്ല, നരകതുല്യം."
487,സുഷി പ്രേമികൾക്കായി അവർക്ക് ധാരാളം ചോയ്‌സുകൾ ഉണ്ട്!,സുഷി പ്രേമികൾക്കായി അവർക്ക് ധാരാളം ചോയ്‌സുകളില്ല.
488,"ന്യായമായ വില, അടിസ്ഥാന ഉറപ്പ്.","വില ന്യായയുക്തമല്ല, താഴത്തെ വരി ഉറപ്പുനൽകുന്നില്ല."
489,വീട്ടിൽ ഉണ്ടാക്കുന്ന ടോർട്ടില്ലകൾ വളരെ നല്ലതാണ്!,വീട്ടിൽ ഉണ്ടാക്കുന്ന ടോർട്ടിലകൾ ഒട്ടും നല്ലതല്ല.
490,വിലകൾ ഏറ്റവും മികച്ചതും വിലപ്പെട്ടതുമായിരുന്നു.,"വിലകൾ മികച്ചതായിരുന്നില്ല, അത് വിലപ്പോവില്ല."
491,"അത്ഭുതകരമായ ഭക്ഷണം, മികച്ച സേവനം.","മോശമായ ഭക്ഷണം, മന്ദഗതിയിലുള്ള സേവനം."
492,ഇത് എനിക്ക് ലഭിച്ചിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും മികച്ചതായിരുന്നു!,ഒരുപക്ഷേ എനിക്ക് ഉണ്ടായിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും മോശമായ ഒന്ന്
493,സ്കോട്ട്‌സ്‌ഡെയ്‌ലിലെ കാഷ്വൽ വസ്ത്രധാരണത്തിൽ ഇത് സ്വീകാര്യമാണ്.,ഇത് സ്കോട്ട്സ്ഡേലിലെ ഒരു സ്ഥലമാണ് . കാഷ്വൽ വസ്ത്രധാരണം സ്വീകാര്യമല്ല.
494,അവർക്ക് ഫ്രെഷ് ഓറഞ്ച് ജ്യൂസ് ഉണ്ടെന്നതും ഞാൻ ഇഷ്ടപ്പെടുന്നു.,അവർക്ക് പുതിയ ഓറഞ്ച് ജ്യൂസ് ഇല്ലെന്ന വസ്തുതയും ഞാൻ വെറുക്കുന്നു.
495,ഒക്ടോപസ് സാഷിമി എന്റെ പ്രിയപ്പെട്ടതാണ്!,നീരാളി സാഷിമി നനഞ്ഞ സോക്സുകൾ പോലെ രുചിച്ചു
496,"ഇതൊരു മികച്ച സ്ഥലമാണ്, പ്രത്യേകിച്ച് തെരേസ എം കാരണം!","ഇതൊരു ഭയങ്കര സ്ഥലമാണ്, പ്രത്യേകിച്ച് തെരേസ എം കാരണം!"
497,അവരുടെ സേവനത്തിൽ ഞാൻ സന്തുഷ്ടനായിരുന്നു.,അവരുടെ സേവനത്തിൽ ഞാൻ തൃപ്തനല്ല.
498,"നിങ്ങൾക്ക് വിലയ്ക്ക് വളരെയധികം ലഭിക്കും, ഭക്ഷണം പുതിയതും രുചികരവുമാണ്.","നിങ്ങൾക്ക് വിലയ്ക്ക് കാര്യമായൊന്നും ലഭിക്കുന്നില്ല, ഭക്ഷണം പഴയതും മോശവുമാണ്."
499,അവ വളരെ പുതുമയുള്ളതും രുചികരവുമാണ്.,അവ പുതിയതോ നല്ലതോ അല്ല.
500,സലാഡുകൾ പുതിയതും ചടുലവുമായിരുന്നു.,സലാഡുകൾ പഴകിയതും വാടിപ്പോയതുമാണ്.
