ID,POSITIVE,NEGATIVE
275,"ਜਦੋਂ ਅਸੀਂ ਸ਼ਹਿਰ ਵਿਚ ਜਾਂਦੇ ਹਾਂ, ਤਾਂ ਇਹ ਪਹਿਲਾ ਸਥਾਨ ਹੁੰਦਾ ਹੈ ਜਿੱਥੇ ਅਸੀਂ ਆਓਂਦੇ ਹਾਂ!","ਜਦੋਂ ਅਸੀਂ ਸ਼ਹਿਰ ਵਿਚ ਜਾਂਦੇ ਹਾਂ, ਇਹ ਉਹ ਜਗ੍ਹਾ ਹੈ ਜਿਸ ਤੋਂ ਅਸੀਂ ਬਚਦੇ ਹਾਂ!"
276,"ਤੁਹਾਡਾ ਧੰਨਵਾਦ ਫੀਏਸਟਾ, ਤੁਹਾਡੇ ਨਾਲ ਦੁਪਹਿਰ ਦਾ ਖਾਣਾ ਹਮੇਸ਼ਾ ਚੰਗਾ ਹੁੰਦਾ ਹੈ।","ਮਾਫ ਕਰਨਾ ਫਾਈਟਆ, ਤੁਹਾਡੇ ਨਾਲ ਦੁਪਹਿਰ ਦਾ ਖਾਣਾ ਹਮੇਸ਼ਾ ਬੇਕਾਰ ਹੁੰਦਾ ਹੈ।"
277,ਉਹ ਇਲਾਕੇ ਵਿੱਚ ਸਭ ਤੋਂ ਵਧੀਆ ਕੀਮਤ ਵੀ ਹਨ।,ਉਹ ਇਲਾਕੇ ਵਿਚ ਸਭ ਤੋਂ ਮਹਿੰਗੇ ਵੀ ਹਨ।
278,ਗ੍ਰੀਨ ਚਿਲੀ ਚਿਮਿਸ ਸ਼ਾਨਦਾਰ ਹਨ।,ਗ੍ਰੀਨ ਚਿਲੀ ਚਿਮਿਸ ਮਾੜੇ ਹਨ।
279,ਸੰਪੂਰਨ ਮੁਰੰਮਤ ਲਈ ਧੰਨਵਾਦ।,ਬੇਕਾਰ ਮੁਰੰਮਤ ਲਈ ਧੰਨਵਾਦ।
280,"ਆਰਾਮਦਾਇਕ ਮਾਹੌਲ, ਉੱਚ ਪੱਧਰ ਦਾ ਖਾਣਾ","ਬੋਰਿੰਗ ਮਾਹੌਲ, ਘਟੀਆ ਖਾਣਾ"
281,ਬੀਤੀ ਰਾਤ ਇਥੇ ਖਾਣਾ ਖਾਧਾ ਸੀ ਅਤੇ ਇਹ ਬਹੁਤ ਵਧੀਆ ਸੀ।,ਬੀਤੀ ਰਾਤ ਖਾਣਾ ਖਾਧਾ ਸੀ ਅਤੇ ਇਹ ਬਹੁਤ ਬੁਰਾ ਸੀ।
282,ਮੈਰੀਨਾਰਾ ਸੋਸ ਇਤਨੀ ਸਵਾਦ ਭਰਪੂਰ ਹੈ।,ਮੈਰੀਨਾਰਾ ਸੋਸ ਦਾ ਕੋਈ ਸਵਾਦ ਨਹੀਂ ਹੈ।
283,ਉਹ ਬਹੁਤ ਚੰਗੇ ਅਤੇ ਅਨੁਕੂਲ ਹਨ।,ਉਹ ਚੰਗੇ ਜਾਂ ਅਨੁਕੂਲ ਨਹੀਂ ਹਨ।
284,ਸੇਵਾ ਚੋਟੀ ਦੀ ਸੀ ਅਤੇ ਖਾਣਾ ਥੋੜਾ ਜਿਹਾ ਸਵਰਗ ਦਾ ਅਨੁਭਵ ਦੇ ਰਿਹਾ ਸੀ।,ਸੇਵਾ ਮਾੜੀ ਸੀ ਅਤੇ ਭੋਜਨ ਨਰਕ ਦਾ ਅਨੁਭਵ ਦੇ ਰਿਹਾ ਸੀ।
285,"ਇਹ ਮਹਿੰਗਾ ਹੋ ਸਕਦਾ ਹੈ, ਪਰ ਇਹ ਅਸਲ ਵਿੱਚ ਵਾਜਿਬ ਹੈ।",ਇਹ ਮਹਿੰਗਾ ਹੋ ਸਕਦਾ ਹੈ ਪਰ ਇਸ ਵਾਜਿਬ ਨਹੀਂ ਹੈ।
286,"ਸ਼ਾਨਦਾਰ ਸਟਾਫ, ਸ਼ਾਨਦਾਰ ਭੋਜਨ, ਸ਼ਾਨਦਾਰ ਕੀਮਤਾਂ।","ਬੇਕਾਰ ਸਟਾਫ, ਬੇਕਾਰ ਭੋਜਨ, ਘਿਣਾਉਣੀਆਂ ਕੀਮਤਾਂ।"
287,ਭਾਗ ਅਤੇ ਕੀਮਤਾਂ ਬਹੁਤ ਵਧੀਆ ਸਨ!,ਭਾਗ ਅਤੇ ਕੀਮਤਾਂ ਨਾ ਮੰਨਣਯੋਗ ਸਨ!
288,ਹਰ ਵਿਅਕਤੀ ਨੇ ਮਜ਼ਾ ਕੀਤਾ ਅਤੇ ਉਥੇ ਸਾਡੇ ਸਾਰੇ ਸਮੂਹ ਵੱਲੋਂ ਪ੍ਰਸ਼ੰਸਾ ਤੋਂ ਇਲਾਵਾ ਕੁਝ ਵੀ ਨਹੀਂ ਸੀ।,ਹਰ ਵਿਅਕਤੀ ਨੇ ਵੀ ਮਜ਼ਾ ਨਹੀਂ ਕੀਤਾ ਅਤੇ ਉਥੇ ਸਾਡੇ ਸਾਰੇ ਸਮੂਹ ਵੱਲੋਂ ਸ਼ਿਕਾਇਤਾਂ ਤੋਂ ਇਲਾਵਾ ਕੁਝ ਵੀ ਨਹੀਂ ਸੀ।
289,ਬਹੁਤ ਵਧੀਆ ਪਾਰਸੀ ਖਾਣਾ ਸੇਵਾ ਦਾ ਤਾਂ ਜ਼ਿਕਰ ਕਰਨ ਦੀ ਵੀ ਲੋੜ ਨਹੀਂ,ਘਿਨੋਣਾ ਪਾਰਸੀ ਖਾਣਾ ਸੇਵਾ ਦਾ ਤਾਂ ਜ਼ਿਕਰ ਕਰਨ ਦੀ ਵੀ ਲੋੜ ਨਹੀਂ
290,ਇੱਕ ਸ਼ਾਨਦਾਰ ਸ਼ਾਮ ਲਈ ਧੰਨਵਾਦ!,ਇੱਕ ਭੁੱਲ ਜਾਣ ਵਾਲੀ ਸ਼ਾਮ ਲਈ ਧੰਨਵਾਦ!
291,ਮੇਰੀ ਧੀ ਨੂੰ ਬਹੁਤ ਵਧੀਆ ਦੇਖਭਾਲ ਮਿਲੀ।,"""ਮੇਰੀ ਧੀ ਨਾਲ ਬਹੁਤ ਬੁਰਾ ਸਲੂਕ ਕੀਤਾ ਗਿਆ ਸੀ।"""
292,"ਚੰਗੀ ਤਰ੍ਹਾਂ, ਵਾਜਬ ਕੀਮਤ ਅਤੇ ਉਹ ਫੋਨ ਦਾ ਜਵਾਬ ਤੁਰੰਤ ਦਿੰਦੇ ਹਨ।","ਬੇਤਰਤੀਬੇ, ਬਹੁਤ ਜ਼ਿਆਦਾ ਕੀਮਤ ਅਤੇ ਉਹ ਕਦੇ ਵੀ ਫੋਨ ਦਾ ਉੱਤਰ ਨਹੀਂ ਦਿੰਦੇ ਜਦੋਂ ਕਿ ਤੁਰੰਤ ਵੀ ਕੀਤਾ ਜਾਵੇ।"
293,ਉਹ ਬਹੁਤ ਦੋਸਤਾਨਾ ਅਤੇ ਮੁਆਫੀ ਮੰਗ ਰਹੇ ਸਨ।,ਉਹ ਨਾ ਤਾਂ ਦੋਸਤਾਨਾ ਸਨ ਅਤੇ ਨਾ ਹੀ ਮੁਆਫੀ ਮੰਗ ਰਹੇ ਸਨ
294,ਵਾਈਨ ਲਿਸਟ ਸਭ ਤੋਂ ਵਧੀਆ ਹਿੱਸਾ ਸੀ।,ਵਾਈਨ ਲਿਸਟ ਸਭ ਤੋਂ ਭੈੜਾ ਹਿੱਸਾ ਸੀ।
295,ਇਹ ਕਲੱਬ ਦੇ ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਤੋਂ ਬਹੁਤ ਵਧੀਆ ਚੋਣ ਹੈ।,ਇਹ ਕਲੱਬ ਦੇ ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਤੋਂ ਬਹੁਤ ਬੁਰੀ ਚੋਣ ਹੈ।
296,ਮੈਂ ਕਾਰਨੇ ਅਸਾਦਾ ਸਟੀਕ ਦਾਆਰਡਰ ਦਿੱਤਾ ਅਤੇ ਇਹ ਬਿਲਕੁਲ ਸਹੀ ਪਕਾਇਆ ਗਿਆ ਸੀ!,ਮੈਂ ਕਾਰਨੇ ਅਸਾਦਾ ਸਟੀਕ ਦਾਆਰਡਰ ਦਿੱਤਾ ਅਤੇ ਇਹ ਬਿਲਕੁਲ ਸਹੀ ਨਹੀਂ ਪਕਾਇਆ ਗਿਆ ਸੀ!
297,ਜੋ ਕਿ ਛੋਟੇ ਸਥਾਨ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ ਹੈ।,ਅਫ਼ਸੋਸ ਦੀ ਗੱਲ ਹੈ ਕਿ ਇਹ ਇਕ ਛੋਟੀ ਜਿਹੀ ਜਗ੍ਹਾ ਦੀ ਸਮੱਸਿਆ ਹੈ
298,ਬੀਅਰ ਪੀਣ ਲਈ ਮਜ਼ੇਦਾਰ ਜਗ੍ਹਾ,ਬੀਅਰ ਪੀਣ ਲਈ ਬੋਰਿੰਗ ਜਗ੍ਹਾ
299,ਇਹ ਬਹੁਤ ਹੀ ਪਰਿਵਾਰਿਕ ਹੈ ਅਤੇ ਅਸੀਂ ਇਸਨੂੰ ਪਸੰਦ ਵੀ ਕੀਤਾ!,ਇਹ ਪਰਿਵਾਰਿਕ ਨਹੀਂ ਹੈ ਅਤੇ ਅਸੀਂ ਇਸਨੂੰ ਪਸੰਦ ਵੀ ਕੀਤਾ!
300,ਸਾਈਡਜ਼ ਵੀ ਵਧੀਆ ਸਨ।,ਸਾਈਡਜ਼ ਵੀ ਬੇਕਾਰ ਸਨ।
301,ਉਸਨੇ ਮੇਰੇ ਰੰਗ ਅਤੇ ਮੇਰੇ ਕੱਟ ਉਤੇ ਬਹੁਤ ਵਧੀਆ ਕੰਮ ਕੀਤਾ!,ਉਸਨੇ ਮੇਰੇ ਰੰਗ ਅਤੇ ਮੇਰੇ ਕੱਟ ਉਤੇ ਬਹੁਤ ਭਿਆਨਕ ਕੰਮ ਕੀਤਾ!
302,ਮਾਲਕ ਮਜ਼ੇਦਾਰ ਹੈ ਅਤੇ ਜਗ੍ਹਾ ਬਹੁਤ ਹੀ ਅਨੁਕੂਲ ਹੈ।,ਮਾਲਕ ਬੋਰਿੰਗ ਹੈ ਅਤੇ ਜਗ੍ਹਾ ਅਨੁਕੂਲ ਨਹੀਂ ਹੈ।
303,ਅਗਲੀ ਵਾਰ ਜਦੋਂ ਮੈਂ ਸ਼ਹਿਰ ਵਿਚ ਹੋਵਾਂਗਾ ਤਾਂ ਵਾਪਸ ਆਵਾਂਗਾ।,ਵਾਪਸ ਨਹੀਂ ਆਵਾਂਗਾ
304,ਉਹ ਪੇਸ਼ੇਵਰ ਅਤੇ ਸੁਹਿਰਦ ਵੀ ਸੀ।,ਉਹ ਗੈਰ-ਪੇਸ਼ੇਵਰ ਅਤੇ ਬਦਤਮੀਜ਼ ਵੀ ਸਨ।
305,ਇਹ ਕੋਰਸ ਖੇਤਰ ਵਿੱਚ ਸਭ ਤੋਂ ਉੱਤਮ ਹੈ।,ਇਹ ਕੋਰਸ ਖੇਤਰ ਵਿੱਚ ਸਭ ਤੋਂ ਭੈੜਾ ਹੈ।
306,ਜੇ ਤੁਸੀਂ ਇਸ ਕਿਸਮ ਦੀ ਚੀਜ਼ ਨਾਲ ਜੁੜੇ ਹੋ ਤਾਂ ਰੁਕੋ ਅਤੇ ਇਸ ਦੀ ਜਾਂਚ ਕਰੋ!,"ਭਾਵੇਂ ਤੁਸੀਂ ਇਸ ਕਿਸਮ ਦੀ ਚੀਜ਼ ਨਾਲ ਜੁੜੇ ਹੋ, ਇਹ ਚੈੱਕ ਕਰਨ ਦੇ ਯੋਗ ਨਹੀਂ ਹੈ।"
307,ਮੈਂ ਆਪਣੇ ਦੁਪਹਿਰ ਦੇ ਖਾਣੇ ਸਮੇ ਸਲੈਸ ਲੈਣ ਲਈ ਇੱਥੇ ਆਉਂਦੇ ਹਾਂ।,ਮੈਂ ਇੱਥੇ ਦੁਪਹਿਰ ਦੇ ਖਾਣੇ ਲਈ ਆਉਣਾ ਅਤੇ ਸਲਾਈਸ ਲੈਣਾ ਨਾਪਸੰਦ ਕਰਦਾ ਹਾਂ।
308,ਇਹ ਫੀਨਿਕਸ ਖੇਤਰ ਤੋਂ ਅੱਧੇ ਦਿਨ ਦੇ ਸਮੇਂ ਦੀ ਯਾਤਰਾ ਹੈ।,ਇਹ ਫੀਨਿਕਸ ਖੇਤਰ ਤੋਂ ਇੱਕ ਲੰਮੀ ਅੱਧੇ ਦਿਨ ਦੀ ਯਾਤਰਾ ਹੈ।
309,ਮੈਨੂੰ ਜਗ੍ਹਾ ਦੇ ਵਾਈਬ ਨਾਲ ਪਿਆਰ ਹੈ!,ਮੈਨੂੰ ਇਸ ਜਗ੍ਹਾ ਦੀ ਵਾਈਬ ਨਾਲ ਨਫ਼ਰਤ ਹੈ!
310,ਸਾਰੇ ਕਰਮਚਾਰੀ ਬਹੁਤ ਦੋਸਤਾਨਾ ਸਨ ਅਤੇ ਆਪਣੇ ਕੰਮ ਵਿੱਚ ਮਾਹਰ ਹਨ।,ਕਰਮਚਾਰੀ ਦੋਸਤਾਨਾ ਨਹੀਂ ਹਨ ਅਤੇ ਆਪਣੇ ਕੰਮ ਵਿੱਚ ਮਾਹਰ ਨਹੀਂ ਹਨ
311,ਮੱਕੀ ਦੀ ਰੋਟੀ ਵੀ ਚੰਗੀ ਸੀ!,ਮੱਕੀ ਦੀ ਰੋਟੀ ਬੇਹੀ ਸੀ
312,ਖਾਣਾ ਬਹੁਤ ਵਧੀਆ ਅਤੇ ਚੰਗੀ ਕੀਮਤ।,ਖਾਣਾ ਬਹੁਤ ਜ਼ਿਆਦਾ ਕੀਮਤ ਵਾਲਾ ਸੀ
313,ਉਹਨਾਂ ਨੂੰ ਰੋਕ ਕਲਾਈਂਬ ਪਸੰਦ ਸੀ,ਉਹਨਾਂ ਨੂੰ ਰੋਕ ਕਲਾਈਂਬ ਨਾਲ ਨਫਰਤ ਸੀ
314,ਬਹੁਤ ਵਧੀਆ ਸਵਾਦ ਅਤੇ ਚੇਨ ਦੇ ਸਬ ਜੋਆਇੰਟਸ ਨਾਲੋਂ ਬਹੁਤ ਵਧੀਆ ਸੌਦਾ।,ਬਿਲਕੁਲ ਫਿੱਕਾ ਅਤੇ ਚੇਨ ਦੇ ਸਬ ਜੋਆਇੰਟਸ ਨਾਲੋਂ ਬੁਰਾ ਸੌਦਾ।
315,ਹੁਣ ਤੱਕ ਦਾ ਸਭ ਤੋਂ ਵਧੀਆ ਤਜਰਬਾ ਜੋ ਮੈਨੂੰ ਕਦੇ ਆਟੋ ਦੀ ਦੁਕਾਨ ਵਿੱਚ ਮਿਲਿਆ।,ਹੁਣ ਤੱਕ ਦਾ ਸਭ ਤੋਂ ਬੁਰਾ ਤਜਰਬਾ ਜੋ ਮੈਨੂੰ ਕਦੇ ਆਟੋ ਦੀ ਦੁਕਾਨ ਵਿੱਚ ਮਿਲਿਆ।
316,ਮੇਰੇ ਇੱਥੇ ਜਾਣ ਦੇ ਮੇਰੇ ਫੈਸਲੇ ਨਾਲ ਬਹੁਤ ਖੁਸ਼।,ਇੱਥੇ ਜਾਣ ਦੇ ਮੇਰੇ ਫੈਸਲੇ ਤੋਂ ਇੰਨਾ ਨਾਖੁਸ਼।
317,ਇਹ ਬਹੁਤ ਸਸਤਾ ਸੀ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਚੰਗੇ ਮਿਊਜ਼ਿਕ ਵੀਡੀਓ ਚਲਾਏ।,ਇਹ ਬਹੁਤ ਮਹਿੰਗਾ ਸੀ ਅਤੇ ਮਾੜੇ ਮਿਊਜ਼ਿਕ ਵੀਡੀਓ ਚਲਾਏ।
318,ਬਹੁਤ ਥ੍ਰੋਬੈਕ ਮਾਹੌਲ ਵਿੰਟੇਜ ਆਈਸ ਕਰੀਮ ਪਾਰਲਰ।,ਬਹੁਤ ਥ੍ਰੋਬੈਕ ਮਾਹੌਲ; ਪੁਰਾਣੀ ਆਈਸ ਕਰੀਮ ਪਾਰਲਰ
319,ਬਾਰ ਤੇ ਬੈਠੋ ਅਤੇ ਛੋਟੀਆਂ ਪਲੇਟਾਂ ਨੂੰ ਖਾਓ।,ਬਾਰ ਤੇ ਨਾ ਬੈਠੋ ਅਤੇ ਛੋਟੀਆਂ ਪਲੇਟਾਂ ਤੋਂ ਬਚੋ
320,ਮੈਦਾਨ ਹਮੇਸ਼ਾਂ ਬਹੁਤ ਸਾਫ ਹੁੰਦੇ ਹਨ।,ਮੈਦਾਨ ਹਮੇਸ਼ਾਂ ਬਹੁਤ ਗੰਦੇ ਹੁੰਦੇ ਹਨ।
321,ਮੈਂ ਬੱਸ ਇਕ ਮਜ਼ੇਦਾਰ ਠਹਿਰਨ ਤੋਂ ਵਾਪਸ ਆਇਆ।,ਮੈਂ ਬੱਸ ਇਕ ਬੇਕਾਰ ਠਹਿਰੇ ਤੋਂ ਵਾਪਸ ਆਇਆ।
322,"ਇੱਕ ਸਟੀਕ, ਸ਼ਰਿੰਪ ਅਤੇ ਇੱਕ ਐਨਕੀਲਾਡਾ।","ਇੱਕ ਸਖ਼ਤ ਸਟੀਕ, ਛੋਟੇ ਸ਼ਰਿੰਪ ਅਤੇ ਇੱਕ ਦਰਮਿਆਨੀ ਐਨਕੀਲਾਡਾ।"
323,ਉਹ ਲੋੜ ਤੋਂ ਵੀ ਜਿਆਦਾ ਮਿਹਨਤ ਕਰਦੇ ਹਨ!,ਉਨ੍ਹਾਂ ਨੇ ਕੋਈ ਹੋਰ ਮਿਹਨਤ ਨਹੀਂ ਕੀਤੀ!
324,ਮੈਂ ਇੱਥੇ ਕਈ ਵਾਰ ਆਇਆ ਹਾਂ ਅਤੇ ਹਰ ਵਾਰ ਵਧੀਆ ਰਿਹਾ।,ਮੈਂ ਇੱਥੇ ਕਈ ਵਾਰ ਗਿਆ ਹਾਂ ਅਤੇ ਹਰ ਵਾਰ ਨਿਰਾਸ਼ਾਜਨਕ ਰਿਹਾ।
325,ਚੰਗੀ ਖਬਰ ਇਹ ਹੈ ਕਿ ਮੇਰੀ ਨਜ਼ਰ ਵਿੱਚ ਸੁਧਾਰ ਹੋਇਆ ਸੀ ਜਿਸਨੇ ਫੇਰੀ ਨੂੰ ਬਿਹਤਰ ਬਣਾ ਦਿੱਤਾ ਹੈ।,ਬੁਰੀ ਖਬਰ ਇਹ ਹੈ ਕਿ ਮੇਰੀ ਨਜ਼ਰ ਵਿੱਚ ਵਿਗੜ ਗਈ ਸੀ ਜਿਸਨੇ ਫੇਰੀ ਨੂੰ ਬਦਤਰ ਬਣਾ ਦਿੱਤਾ ਹੈ।
326,ਆਰਾਮ ਕਰਨ ਅਤੇ ਸਵੱਛ ਹੋਣ ਲਈ ਇਹ ਬਹੁਤ ਵਧੀਆ ਸਥਾਨ ਹੈ।,ਇਹ ਸਲਾਭੀ ਹੋਈ ਜਗ੍ਹਾ ਹੈ
327,ਅਸੀਂ ਹਰ ਜਾਣਕਾਰ ਨੂੰ ਆਯਾਤ ਅਤੇ ਅਮਰੀਕਨ ਆਟੋ ਸਰਵਿਸ ਦੀ ਸਿਫਾਰਸ਼ ਕਰਦੇ ਹਾਂ,ਅਸੀਂ ਕਿਸੇ ਨੂੰ ਵੀ ਕਿਸੇ ਨੂੰ ਆਯਾਤ ਜਾਂ ਅਮੈਰੀਕਨ ਆਟੋ ਸਰਵਿਸ ਦੀ ਸਿਫਾਰਸ਼ ਨਹੀਂ ਕਰਾਂਗੇ।
328,"ਕੁੜੀਆਂ ਬਹੁਤ ਆਕਰਸ਼ਕ ਅਤੇ ਅਸਲ ਵਿੱਚ ਦੋਸਤਾਨਾ ਹੁੰਦੀਆਂ ਹਨ, ਬਿਲਕੁਲ ਘਮੰਡੀ ਨਹੀਂ।","ਕੁੜੀਆਂ ਨਾ ਤਾਂ ਦੋਸਤਾਨਾ ਹਨ ਅਤੇ ਨਾ ਹੀ ਆਕਰਸ਼ਕ ਹਨ, ਅਤੇ ਥੋੜ੍ਹੀਆਂ ਘਮੰਡੀ ਸਨ"
329,ਇਹ ਸ਼ਾਂਤ ਹੈ ਅਤੇ ਇੱਥੇ ਚੰਗੇ ਲੋਕ ਹਨ।,ਇਸ ਦੇ ਸ਼ੋਰ ਨਾਲ ਭਰਿਆ ਹੈ ਅਤੇ ਬੇਕਾਰ ਲੋਕ ਇੱਥੇ ਹਨ।
330,ਇੱਥੇ ਐਜ਼ ਵਿਚ ਰਹਿਣ ਦੌਰਾਨ ਬਹੁਤ ਸੁਆਦ ਵ੍ਹਾਈਟ ਪੀਜ਼ਾ ਘਰ ਲੈ ਕੇ ਗਿਆ।,ਇੱਥੇ ਐਜ਼ ਵਿਚ ਰਹਿਣ ਦੌਰਾਨ ਬਹੁਤ ਬੇਸੁਆਦ ਵ੍ਹਾਈਟ ਪੀਜ਼ਾ ਘਰ ਲੈ ਕੇ ਗਿਆ।
331,ਕਈ ਹੋਰ ਗਾਇਰੋ ਪਲੇਸ ਖਾਣ ਤੋਂ ਬਾਅਦ ਕਿੰਗਜ਼ ਦੀ ਅਜੇ ਵੀ ਸਭ ਤੋਂ ਵਧੀਆ ਸਾਸ ਹੈ।,ਕਈ ਹੋਰ ਗਾਇਰੋ ਪਲੇਸ ਖਾਣ ਤੋਂ ਬਾਅਦ ਕਿੰਗਜ਼ ਦੀ ਸਭ ਤੋਂ ਘਟੀਆ ਸਾਸ ਹੈ।
332,ਸੇਵਾ ਬਹੁਤ ਵਧੀਆ ਸੀ ਅਤੇ ਭੋਜਨ ਹੋਰ ਵੀ ਵਧੀਆ ਸੀ।,ਸੇਵਾ ਮਾੜੀ ਸੀ ਅਤੇ ਭੋਜਨ ਹੋਰ ਵੀ ਭੈੜਾ ਸੀ।
333,ਸੁਜ਼ੈਨ ਅਤੇ ਉਸ ਦਾ ਸਟਾਫ ਸ਼ਾਨਦਾਰ ਸਨ!,ਸੁਜ਼ੈਨ ਅਤੇ ਉਸਦੇ ਅਮਲੇ ਬੇਕਾਰ ਸਨ!
334,ਸਾਰੇ ਬਹੁਤ ਚੰਗੇ ਹਨ!,ਸਾਰੇ ਬਹੁਤ ਮਾੜੇ ਹਨ!
335,"ਤੇਜ਼, ਦੋਸਤਾਨਾ ਅਤੇ ਇਮਾਨਦਾਰ ਸੇਵਾ।","ਹੌਲੀ, ਗੈਰ-ਦੋਸਤਾਨਾ ਅਤੇ ਬੇਈਮਾਨ ਸੇਵਾ।"
336,"ਬਹੁਤ ਵਧੀਆ ਖਾਣਾ, ਬਹੁਤ ਵਧੀਆ ਸੇਵਾ, ਉਨ੍ਹਾਂ ਦਾ ਕੈਟਰਿੰਗ ਦਾ ਕੋਈ ਮੁਕਾਬਲਾ ਨਹੀਂ ","ਬੇਕਾਰ ਖਾਣਾ, ਬੇਕਾਰ ਸੇਵਾ, ਕੇਟਰਿੰਗ ਵਾਹਿਆਤ ਹੈ।"
337,ਮੈਂ ਇੱਥੇ ਸਭ ਤੋਂ ਵਧੀਆ ਪੋਰਕ ਬੈਲੀ ਖਾਧੀ,ਮੈਂ ਇੱਥੇ ਸਭ ਤੋਂ ਭੈੜੀ ਪੋਰਕ ਬੈਲੀ ਖਾਧੀ
338,ਤੁਸੀਂ ਦੱਸ ਸਕਦੇ ਹੋ ਕਿ ਸਮੱਗਰੀ ਕਿਵੇਂ ਸੀ।,ਸਮੱਗਰੀ ਬਹੁਤ ਪੁਰਾਣੀ ਸੀ
339,ਮੈਂ ਯਕੀਨਨ ਦੁਬਾਰਾ ਵਾਪਸ ਜਾਵਾਂਗਾ।,ਮੈਂ ਉਥੇ ਵਾਪਸ ਨਹੀਂ ਜਾਵਾਂਗਾ।
340,"ਕੂਪਨ ਹੋਵੇ ਜਾਂ ਨਾ ਹੋਵੇ, ਇਹ ਜਗ੍ਹਾ ਬਹੁਤ ਹੀ ਵਧੀਆ ਹੈ ਅਤੇ ਬਹੁਤ ਵਧੀਆ ਮੁੱਲ।",ਜਗ੍ਹਾ ਬੇਕਾਰ ਅਤੇ ਬੇਕਾਰ ਮੁੱਲ ਸੀ।
341,ਇਹ ਸ਼ਹਿਰ ਵਿੱਚ ਸਰਬੋਤਮ ਸੀ ਫ਼ੂਡ ਹੈ।,ਇਹ ਸ਼ਹਿਰ ਵਿਚ ਸਭ ਤੋਂ ਭੈੜਾ ਸੀ ਫ਼ੂਡ ਵਾਲਾ ਜੋਇੰਟ ਹੈ
342,ਸ਼ਾਨਦਾਰ ਸੇਵਾ ਜਾਰੀ ਰੱਖੋ!,ਬੇਕਾਰ ਸੇਵਾ ਨੂੰ ਜਾਰੀ ਰੱਖੋ!
343,"ਹਰ ਵਾਰ ਜਦੋਂ ਮੈਂ ਮੈਕਸੀਕਨ ਖਾਣੇ ਦੀ ਲਾਲਸਾ ਕਰਦਾ ਹਾਂ, ਮੈਂ ਇੱਥੇ ਜਾਂਦਾ ਹਾਂ!","ਹਰ ਵਾਰ ਜਦੋਂ ਮੈਂ ਮੈਕਸੀਕਨ ਖਾਣੇ ਦੀ ਇੱਛਾ ਰੱਖਦਾ ਹਾਂ, ਮੈਂ ਇਸ ਤੋਂ ਪਰਹੇਜ਼ ਕਰਦਾ ਹਾਂ!"
344,ਮੇਰੇ ਡਾ. ਪੇਪਰ ਰਬਜ਼ ਸ਼ਾਨਦਾਰ ਸਨ ਅਤੇ ਬਹੁਤ ਨਰਮ ਸਨ।,ਮੇਰੇ ਡਾ. ਪੇਪਰ ਰਬਜ਼ ਬੇਕਾਰ ਸਨ ਅਤੇ ਬਹੁਤ ਸਖਤ ਸਨ।
345,ਹਰ ਕੋਈ ਹਮੇਸ਼ਾਂ ਬਹੁਤ ਦੋਸਤਾਨਾ ਅਤੇ ਮਦਦਗਾਰ ਹੁੰਦਾ ਹੈ।,ਹਰ ਕੋਈ ਹਮੇਸ਼ਾਂ ਦੋਸਤਾਨਾ ਅਤੇ ਮਦਦਗਾਰ ਨਹੀਂ ਹੁੰਦਾ ਹੈ
346,"ਇਹ ਗਰਮ ਹੈ, ਬਿਲਕੁਲ ਵਧੀਆ ਪਕਾਇਆ ਗਿਆ ਹੈ, ਅਤੇ ਬਹੁਤ ਸੁਆਦ!","ਠੰਡਾ, ਬੇਕਾਰ ਪਕਾਇਆ ਗਿਆ ਅਤੇ ਫਿੱਕਾ ਸੀ"
347,ਦੁਨੀਆ ਭਰ ਦੀ ਯਾਤਰਾ ਕਰਦੇ ਹਨ ਅਤੇ ਭਾਰਤੀ ਭੋਜਨ ਨੂੰ ਚੰਗੀ ਤਰ੍ਹਾਂ ਜਾਂਦੇ।,"ਸਾਰੇ ਸੰਸਾਰ ਦੀ ਯਾਤਰਾ ਕਰਦੇ ਹਨ, ਫਿਰ ਵੀ ਭਾਰਤੀ ਭੋਜਨ ਨੂੰ ਬਿਲਕੁਲ ਨਹੀਂ ਪਤਾ।"
348,ਵੀਕੈਂਡ ਵਾਲੀਬਾਲ ਟੂਰਨਾਮੈਂਟਾਂ ਲਈ ਬਹੁਤ ਵਧੀਆ ਸਥਾਨ!,ਵੀਕੈਂਡ ਵਾਲੀਬਾਲ ਟੂਰਨਾਮੈਂਟਾਂ ਲਈ ਬੁਰਾ ਸਥਾਨ!
349,ਜੇ ਕੁਝ ਸ਼ੋਆਂ ਦੇ ਨਾਮ ਦੱਸੀਏ ਜੋ ਅਸੀਂ ਇੱਥੇ ਵੇਖੇ ਹਨ,ਜੇ ਕੁਝ ਮਾੜੇ ਸ਼ੋਆਂ ਦੇ ਨਾਮ ਦੱਸੀਏ ਜੋ ਅਸੀਂ ਇੱਥੇ ਵੇਖੇ ਹਨ
